mean,std,min,max,median,iqr,skewness,kurtosis,Delta_mean,Delta_std,Theta_mean,Theta_std,Alpha_mean,Alpha_std,Beta_mean,Beta_std,Gamma_mean,Gamma_std,num_segments,zero_crossing_rate,energy_mean,energy_std,subject_id,label
-17.45505617977528,75.01663914161864,-309,313,-22.0,97.0,0.21615374008058647,0.5494005410193861,0.15169140484582683,0.09505408374524454,0.09474544441040622,0.05408996787435414,0.24518839741032858,0.14159408942896648,0.2549770538843664,0.07471824331092763,0.011089446647220374,0.00355446136353081,23,24.347826086956523,1055927.1739130435,356319.7903809164,40791,4
43.72349780166097,494.0676842788192,-1839,1059,210.0,498.25,-1.38092417329872,1.4436374339508609,0.4788915952409276,0.18817047883803714,0.10096212461615033,0.056579029747245414,0.0902524973841891,0.044586187716124166,0.16774040145829786,0.08424625218450013,0.002177077820303235,0.0012904951086840407,23,10.826086956521738,43790602.52173913,10645187.515873924,10924,1
-22.788959452857842,54.51216941926046,-254,185,-20.0,74.0,-0.23034400775188407,0.13121512957816162,0.2304544452291334,0.15004222633126651,0.1372339773344806,0.09106083211409682,0.24309028780225148,0.16171526113934523,0.15645611254277797,0.07763888172118788,0.006557467915332643,0.0029891918711469237,46,16.543478260869566,621382.5652173914,321441.80886712216,50001,5
-75.50830483634587,22.61459563898703,-154,-3,-75.0,29.0,-0.0714721184048293,-0.07131687309947043,0.21156426853353838,0.12808315824005423,0.17579886745000187,0.11747759559358831,0.15154985201227317,0.07682727210490589,0.19325230855598657,0.057061735748082584,0.00825495270870737,0.003271110634788158,23,0.0,1105900.4782608696,128327.82281663718,50060,5
-14.174890083048364,45.11972018594716,-159,174,-13.0,61.0,-0.06559199924758186,0.2465922284606843,0.16349295339152556,0.10347550696472098,0.16593055032510315,0.1088782334896024,0.1857894152624992,0.10135086352781271,0.24211039580069182,0.06804994846291042,0.011376427470897949,0.004957621865135586,23,24.434782608695652,398135.5652173913,113437.057767858,50054,5
1.6489985344406448,49.79905054316774,-184,169,2.0,62.0,0.07253112408105226,0.31515621934887506,0.2828768232575554,0.13040992703234647,0.09646481706017741,0.06893170726386565,0.3002610312004266,0.19109938719458114,0.11423028807838836,0.06215935685193118,0.004821338225644264,0.0027989361753339445,23,18.0,441914.3043478261,212002.45449921087,50056,5
4.834880312652662,62.421820921725875,-180,222,3.0,80.0,0.13882404370501222,0.27751070443826364,0.0816840368831832,0.054704679546088326,0.08025406112082256,0.0470972220094602,0.5358691556057728,0.22355629385413286,0.10880558233617366,0.047034642435434114,0.0021045770636115716,0.0012972613715949762,23,21.73913043478261,697735.0434782609,333224.1479925276,40191,4
-34.732046897899366,39.52510921908261,-207,97,-29.0,50.0,-0.563811657503134,0.5168349736622679,0.42768169426676556,0.18531086047109754,0.22666672254127732,0.1227346651626266,0.05600919476705054,0.03898965756735332,0.029919721597727635,0.01731633569557189,0.0020031189087166444,0.0013281587403535283,23,10.521739130434783,492801.7826086957,134291.3462037432,20273,2
-16.27161700048852,185.03688218278964,-520,420,20.5,277.0,-0.41976630375510066,-0.5944801002382576,0.0726541650556322,0.08595193561213087,0.600530659982448,0.16893829205341984,0.11870289158792201,0.0465119682071165,0.04861740074046963,0.021744671563323912,0.0008574336434143214,0.0006129756676668561,23,12.826086956521738,6141607.565217392,1871559.5714757538,10874,1
-6.095749877870054,39.80890008713507,-144,141,-5.0,50.0,-0.05900489592152643,0.3945326037908248,0.14328224944468096,0.1293081804541966,0.1320646451373328,0.09659835434667878,0.43040136565057036,0.24473867705807584,0.1283432539353168,0.07068921366750407,0.0029129180040684856,0.002088013421678476,23,23.17391304347826,288699.39130434784,116166.47356674746,40491,4
-13.329506595017099,46.274700940610856,-177,147,-13.0,60.75,0.0028773313232248947,0.16866108556654336,0.20006116292616555,0.1605167536194343,0.15062682358502086,0.10864915893495487,0.22988600046062865,0.11863594834219084,0.20217840912258417,0.08729336815677646,0.009263172637618658,0.005306374912549408,23,25.043478260869566,412786.2173913043,138849.37640290102,50006,5
57.33952125061065,323.8886413483727,-837,1349,-5.0,388.0,0.8531941719272418,0.8174051968951854,0.3551004925497625,0.13551721767087402,0.23261929149830698,0.09075001702450591,0.1061326917438933,0.052355799465132614,0.05372201772186676,0.03439058382168395,0.0003704500646525618,0.00020760599306746973,23,13.652173913043478,19258117.739130434,4428137.662636264,10724,1
-52.62506106497313,67.38205869578888,-319,189,-51.0,84.0,-0.053455315857068364,0.6671472559186737,0.32576483224713604,0.18437872064725758,0.10845447304633375,0.07167277580143641,0.08215040749901265,0.05365809804408496,0.11719629081972895,0.06702116804561013,0.01326616670856882,0.009168675387724182,23,12.652173913043478,1301133.5217391304,432055.7533571705,30162,3
-18.672203224230582,68.08847963707554,-228,289,-24.0,86.0,0.51333065788861,0.8377125299338304,0.09408330069316816,0.0731598445929309,0.13298983635725653,0.10384044982584538,0.4480507879986942,0.22408961760697316,0.12313482055032558,0.049908344705092415,0.0022424210001356854,0.0015230242031659563,23,20.347826086956523,887275.2173913043,454588.70159241144,40211,4
-8.71665852467025,60.337329957431365,-277,188,-9.0,73.0,-0.24209543180979884,0.9982229977211454,0.5813342224490917,0.23486110342211444,0.10484310822621637,0.06966240979118929,0.0284384193471831,0.02365409234504568,0.014061649875178142,0.009525780738485616,0.0005910371219357271,0.0004136169408384237,23,9.130434782608695,661550.0869565217,481801.0320145166,20615,2
-16.770639960918416,42.983011012399565,-201,103,-15.0,57.0,-0.2895569406338713,0.5972951529617947,0.3681671930297249,0.2241821180899222,0.2863292684993026,0.16865166017379543,0.0325272354741824,0.023762690456056116,0.01663530840320751,0.007262050675907229,0.0014676447156299736,0.0009600062760656445,23,12.434782608695652,378925.26086956525,136533.46498433122,30242,3
27.85857352222765,23.620964302597898,-70,92,30.0,31.0,-0.47224564267040137,0.3835753233742354,0.5200399163622869,0.2202588517801095,0.1941766767861903,0.11880673814118115,0.04432626584998313,0.053791571440193926,0.025590248147734942,0.013649696577928767,0.001990010086591327,0.0011837696776678475,23,6.6521739130434785,237460.91304347827,62556.78556522312,20863,2
0.2835857352222765,43.914447395188404,-175,117,2.0,61.0,-0.2922305901098939,0.3447972034720648,0.3490493728676645,0.20642611515607456,0.3189224569504708,0.1847329333479583,0.03362909141893095,0.020959491265795525,0.011996045581844412,0.006223077471544859,0.000782823811145062,0.00044628736233441986,23,12.608695652173912,343283.52173913043,127402.56317497646,30302,3
2.392525647288715,36.691102241608306,-133,150,2.0,48.0,-0.029160090597454197,0.21998804678148431,0.18386875154424737,0.11009248014937398,0.12680889624132466,0.0680277072633098,0.268800073608716,0.16039191968345173,0.20634800577926746,0.09459142355753217,0.006601587261083285,0.0025815042828555325,23,23.695652173913043,240649.08695652173,71617.89247164004,40541,4
-31.9333170493405,64.20947794543287,-428,156,-24.0,64.0,-0.8398513900469323,2.3998444586945364,0.39417390187102325,0.21961310727342845,0.21075773093670788,0.1541194452414257,0.06362146093009936,0.05922675640292531,0.026984050827752966,0.030884467396112274,0.0008738582592465068,0.0005700307651393057,23,9.304347826086957,915381.695652174,412381.54728246666,20915,2
-6.73400097703957,552.7116330625608,-1341,999,115.0,865.75,-0.4830363795420174,-0.865897130338745,0.02161567634087868,0.014412865540692698,0.6902156908922109,0.1150308348169072,0.11161238948576716,0.053244820760695144,0.05760914814942784,0.013252842013126235,0.0004003779019693655,0.00016818586102519554,23,12.478260869565217,54385318.30434783,12705509.051488018,10964,1
-27.642892037127503,38.72778342013147,-180,131,-28.0,49.0,0.09134477886069238,0.904690676871712,0.3691244327084252,0.20838312934053227,0.13648256236116446,0.11496382184587528,0.098188030888698,0.0795114954529087,0.0934357334414324,0.04607709744972671,0.009159201132232835,0.006113783356966012,23,14.91304347826087,402986.7826086957,179649.80354469747,20614,2
-59.45652173913044,140.3067229060687,-696,351,-38.0,154.75,-0.8868841987163449,1.4667262405149106,0.2851762374398544,0.1429277062079155,0.22913369133678654,0.13615591934455165,0.09795687419940453,0.056341098886500296,0.11403354800163747,0.08570159223717189,0.00488985895606242,0.0051239583715678395,23,12.521739130434783,4133347.695652174,1604004.9449700266,10134,1
6.619198827552516,144.4233546101769,-461,439,19.0,206.0,-0.29939891791900536,-0.2897013864893285,0.27323369707900164,0.14460591119735197,0.3192262803219829,0.189747556683213,0.09606559924319495,0.07372791010009294,0.05108492527574062,0.023210720510527045,0.0018702709345255765,0.0014552672368849566,23,14.08695652173913,3720541.6086956523,1120250.215488903,10544,1
28.620908646800196,467.2828336425962,-1542,1460,18.0,510.0,-0.00928623569567338,0.6643318938353562,0.08219236878888755,0.06570893131087728,0.24910531971753216,0.1247828391503934,0.2946985368385425,0.11412133992723038,0.22243877187032862,0.07837001685273594,0.004825464072274399,0.003229973499008923,23,17.782608695652176,39012687.73913044,7656400.653334774,10294,1
16.54934049829018,29.465725882173622,-112,92,17.0,39.0,-0.3143467721890093,0.36999959796134796,0.6457372046426175,0.3514593808578901,0.11156595190838893,0.09825140896714994,0.03604699542685992,0.025365200944411095,0.03360151408730908,0.020192821332080415,0.0036478341245409543,0.0021926227029851523,23,11.782608695652174,203295.52173913043,53225.11702347465,30802,3
-52.2752808988764,25.277042179904512,-151,35,-53.0,34.0,-0.04026484289115274,-0.009090257070058616,0.20854824295520838,0.08723734339450578,0.14139169327584333,0.12065374132155202,0.1704681332051597,0.12397112477301635,0.1765301909036638,0.07491264639518111,0.007512085597749034,0.0033541702670760996,23,2.739130434782609,600150.8260869565,116075.63512328546,50072,5
-33.05080605764533,198.6593976769753,-583,486,-11.0,286.0,-0.20418381801004987,-0.5170855942167902,0.07241480128681708,0.08888960063246275,0.614524617430417,0.17252650342069262,0.12236119105992739,0.05864395254879565,0.04398528210973501,0.01967883176535327,0.0006651102644581722,0.0005453908465525265,23,13.043478260869565,7219308.347826087,2739266.263759451,10744,1
-0.29018075232046897,66.88860740078374,-248,236,1.0,91.75,0.021025804134953283,0.07464840781274029,0.49170765849332615,0.2369031110209637,0.18746244169967066,0.12411121650434981,0.12533570916631992,0.09580536402729978,0.07040598126195428,0.04894944265611341,0.005547266334183501,0.0028901891641110555,23,15.869565217391305,796402.2608695652,287342.24035478296,20733,2
2.395456765999023,168.86982782098514,-527,776,-8.0,196.0,0.8312147599804977,1.8614091968121524,0.3629455665094028,0.20846449509724652,0.17389393114737967,0.09485040769465737,0.1641088420508319,0.09111361696597399,0.07925484101830765,0.05118606145456591,0.0007897745934975674,0.00046771407697100204,23,11.130434782608695,5077050.739130435,1761956.585581155,10374,1
-33.68881289692233,22.874648043510515,-114,45,-34.0,30.0,-0.08696113623390891,0.07205432032562475,0.38124089185506327,0.19198196588929384,0.32516959522614725,0.16261609417461884,0.060755001085248776,0.04071110003687667,0.03315629964833514,0.02611743205782202,0.0031439983069111747,0.0012996433930790138,23,5.260869565217392,295157.04347826086,76974.87613923314,20514,2
6.58304836345872,66.69728928917424,-225,255,4.0,83.0,0.2035085373864315,0.6328995343298969,0.09721235136319892,0.08977472419745022,0.06123013337597127,0.041099589125478876,0.5632053497230717,0.27801868189461115,0.08276014102019175,0.06150885379188398,0.0016754537331473472,0.0013795385154613928,23,21.217391304347824,799551.9565217391,351177.49167912453,40451,4
3.466047874938935,47.130002363445335,-150,167,4.0,61.0,0.012698380695712474,0.007331142864673623,0.3263801642343633,0.22415985669566724,0.13953220878105774,0.1236162791620022,0.23378303998936467,0.1839173143496136,0.11613033286448964,0.06676752708689958,0.00759247294553602,0.0051988257414642015,23,19.347826086956523,397518.60869565216,189793.54615607735,50040,5
8.223742061553493,31.473172531875555,-93,117,9.0,42.0,-0.0030543087155404714,-0.017189192157045063,0.33837755388103924,0.24536051716885462,0.18327144135257703,0.12021464100766716,0.085033144742134,0.06522890281950908,0.11211472234820427,0.050235594737849304,0.01244736813890217,0.007621667055190139,23,18.347826086956523,188357.91304347827,76228.7401238011,50008,5
0.3170493404982902,96.12877658550076,-412,399,-3.0,121.0,0.11781070595119404,0.9334784246205317,0.43388894770189723,0.22092169943564374,0.08929332605667915,0.07423253878363631,0.08271881413592728,0.052213725401637566,0.07803083819456198,0.048256025244376305,0.007463272007723359,0.003842331584799824,23,17.869565217391305,1644869.9130434783,849503.0618059782,30492,3
-4.202979970688813,48.34756594989072,-183,180,-5.0,64.0,0.04468988351010814,0.11749628269221679,0.17331467860213334,0.1052137319419207,0.1273782851110538,0.06933424690624646,0.11985523026929416,0.06658606531265877,0.3780749450432307,0.2175760347572414,0.016834469659626258,0.006148822052295536,23,29.0,419217.0869565217,111817.84490466125,40741,4
-4.038593063019052,53.7471006757059,-194,174,2.0,63.0,-0.48847952718079024,0.7928901214268738,0.4976963401981565,0.28920683417924875,0.10176670016996997,0.08464362206108607,0.04541322215340185,0.04039740028896436,0.021999799852889003,0.015783085450552518,0.001703980123468538,0.0010718012532011897,23,12.0,517100.8695652174,208815.68326101752,30202,3
10.651685393258427,43.23856890079572,-140,168,9.0,59.0,0.08755326423521786,-0.10573582712178231,0.30103396960130197,0.18561288677894644,0.10184108941545424,0.06884993558294739,0.24517996798851446,0.1913996145557064,0.12612822937825435,0.06654798522739175,0.005930889902063443,0.0028995144731079857,23,20.347826086956523,352979.73913043475,120641.94783422677,50074,5
-9.414753297508549,67.29640403700542,-237,239,-9.0,82.0,-0.05867434041269895,0.5529562302725228,0.6448334385228306,0.21729593662090804,0.05178690799992277,0.03704036074993914,0.03359444235886015,0.0520286074892961,0.014157383228464654,0.009247558087314912,0.0007933649389931493,0.0006114908054000674,23,8.782608695652174,821904.9565217391,577514.5694198679,30332,3
6.021250610649731,39.73351372758793,-131,142,6.0,52.0,-0.15788128257790662,0.204345554249596,0.2883104014648275,0.20426479554153845,0.1471059057946253,0.09231031542227437,0.21402948213369022,0.14807780699717965,0.13260933291649615,0.05540436175148669,0.00938367596639974,0.005548708626166965,23,22.652173913043477,287471.347826087,82619.61135048448,50080,5
15.000977039570103,24.48742733988996,-90,89,16.0,33.0,-0.2694908753262555,0.16195618734885198,0.4584983052694983,0.21102154373166085,0.2187643027688094,0.14948476992694268,0.07166225702657623,0.049267618397292406,0.03549623776377762,0.013548633138861744,0.0030911451231371858,0.0012954145862916716,23,12.304347826086957,146790.08695652173,35582.69542410485,20123,2
-17.90644846116268,547.3833669002042,-1885,1565,57.0,543.0,-0.7587258188255185,0.8826545781457145,0.05962174521766156,0.04115062157541337,0.081244035638292,0.048733513967436866,0.0928316487246485,0.06122832637539156,0.6347535264317641,0.1635201785859968,0.009290986197280462,0.004190039652592971,23,24.304347826086957,53390956.04347826,8256348.988977067,10916,1
-19.26428920371275,98.37852736038909,-324,360,-22.0,137.75,0.1337246843673701,-0.13785668276144714,0.053329516420190626,0.03754256109529067,0.05660523421465549,0.0503403328402752,0.6760388935057798,0.25338114105316284,0.06955200870268807,0.03439338138157863,0.0020371519988262514,0.0010325752303354519,23,22.956521739130434,1788801.652173913,550473.5947286157,40401,4
